machine_id,site_session_id,domain_id,event_date,event_time,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
65118059,3417107402858,17475197073474272331,20110703,0:22:34,43,FLIGHT - GUADALAJARA (GDL)~RALEIGH/DURHAM (RDU) TUE JUL 19,1,394.60,439.55,99,3,2,2,4,1,5,1,1,27217,travelocity.com
65198554,71594998894805,1037677886457106237,20111018,1:39:00,43,FLIGHT - ADULT N/A,1,139.40,225.00,99,3,5,8,6,1,2,1,0,22031,southwest.com
65347738,4103242256530,1037677886457106237,20110812,1:25:38,43,FLIGHT - SENIOR N/A,1,194.40,280.00,99,4,4,8,6,1,5,1,1,95121,southwest.com
65524977,3603684069366,1875457313788268580,20110309,22:52:45,43,FLIGHT - N/A,1,410.23,431.63,99,3,2,6,7,0,1,1,0,30306,delta.com
65556861,4593526444209,9530952911301729568,20110912,7:47:44,43,FLIGHT - ANCHORAGE TO CLEVELAND FRI OCT 28 2011~SAT OCT 29 2011~SUN NOV 13 2011,1,598.71,598.71,99,2,2,10,6,1,1,1,0,44485,expedia.com
65754404,3538128801796,1037677886457106237,20110323,18:11:05,43,FLIGHT - ADULT JUN~15,1,333.02,418.62,99,4,1,8,7,0,1,1,0,94903,southwest.com
65754404,70096295301403,14244539005989555924,20111227,2:59:33,43,"FLIGHT -SAN FRANCISCO, CA (SFO)~PUERTO VALLARTA, MEXICO (PVR) N/A",1,361.62,361.62,99,4,1,8,7,0,1,1,0,94903,united.com
65754404,71492105933012,7101213156062330967,20111017,17:44:51,43,"FLIGHT - SAN FRANCISCO, CA TO PALM SPRINGS, CA WEDNESDAY, JANUARY 11~FRIDAY, JANUARY 13",1,197.99,197.99,99,4,1,8,7,0,1,1,0,94903,orbitz.com
65754404,71492105933012,7101213156062330967,20111017,17:44:51,43,"FLIGHT - SAN FRANCISCO, CA TO PALM SPRINGS, CA WED, JAN 11, 2012",1,219.40,219.40,99,4,1,8,7,0,1,1,0,94903,orbitz.com
65905823,3585606422510,9530952911301729568,20110301,15:03:30,44,HOTEL - MONACO RESORT SAT 3/5/2011~ SUN 3/6/2011,1,96.00,96.00,99,3,3,9,7,0,2,1,0,32653,expedia.com
66202716,3438873087949,3010609366849421442,20110127,15:04:25,99,N/A N/A,1,298.00,298.00,99,3,2,4,5,0,1,1,1,33139,jetblue.com
66202716,3533461589971,10326615452578885078,20110202,4:33:48,43,"ADULT MAR 21, 2011",1,288.00,288.00,99,3,2,4,5,0,1,1,1,33139,aa.com
66430304,3554137411624,3010609366849421442,20110428,13:43:37,44,"ORLANDO, FL,  (MCO)~SAN JUAN, PR, XPR (SJU) SAT MAY 14",1,85.30,85.30,99,3,2,5,5,1,1,1,1,32003,jetblue.com
66436474,3560439615471,1875457313788268580,20110302,23:19:50,43,FLIGHT - N/A,1,171.16,181.86,99,3,2,7,4,1,1,1,0,30034,delta.com
66687575,3357693513791,3010609366849421442,20110521,19:45:34,43,"OAKLAND, CA, XSF (OAK)~LONG BEACH, CA, XLA (LGB) SAT JUN 11~TUE JUN 14",1,138.00,138.00,99,4,6,9,1,1,2,1,0,92586,jetblue.com
66687575,69530946834632,5127767531286671227,20111005,18:44:30,43,"FLIGHT THURSDAY, OCTOBER 27, 2011",1,149.00,165.00,99,4,6,9,1,1,2,1,0,92586,priceline.com
66742521,3314980491314,17805502262469192295,20110508,2:48:29,43,"NEWBURGH, NY~ST. LOUIS, MO MONDAY, MAY 09, 2011",1,210.23,210.23,99,2,6,9,5,1,1,1,0,63084,usairways.com
66771622,3566363086831,1875457313788268580,20110302,15:49:20,43,FLIGHT - N/A,1,698.60,720.00,99,1,2,6,5,1,1,1,0,11103,delta.com
66857410,3551402659931,9530952911301729568,20110618,19:01:13,44,HOTEL - INTERCONTINENTAL BOSTON SAT 7/9/2011~ SUN 7/10/2011,1,150.00,150.00,99,1,4,5,5,1,5,1,1,06010,expedia.com
66938494,70523321716947,17591158128419228596,20111016,0:46:10,55,STUDENT OF FORTUNE PURCHASE N/A,1,3.50,3.50,99,3,4,8,7,1,2,1,0,33619,google.com
67062476,3334617501648,5127767531286671227,20110130,17:31:59,43,"FLIGHT TUESDAY, MARCH 15, 2011",1,87.00,87.00,99,3,1,3,1,0,1,1,0,33973,priceline.com
67182279,4257230753962,5127767531286671227,20110905,0:02:22,44,"HOTEL - MATTERHORN MOTEL SUN, SEP 4, ~TUE, SEP 6,",1,0.00,0.00,99,4,6,6,5,1,1,1,0,95219,priceline.com
67309947,3560222363625,10326615452578885078,20110224,2:22:28,43,"ADULT APR 07, 2011",1,218.00,218.00,99,2,3,11,7,1,1,1,0,60714,aa.com
67309947,3560223608809,10326615452578885078,20110224,0:22:29,43,"ADULT APR 12, 2011",1,218.00,218.00,99,2,3,11,7,1,1,1,0,60714,aa.com
67309947,4765674508475,10326615452578885078,20110922,0:00:46,43,"ADULT DEC 07, 2011",1,154.00,154.00,99,2,3,11,7,1,1,1,0,60714,aa.com
67317660,3593676328944,1037677886457106237,20110303,19:56:40,43,FLIGHT - SENIOR APR. 28,2,591.64,631.64,99,1,3,11,4,0,1,1,0,16140,southwest.com
67317660,3593676328944,1037677886457106237,20110303,19:56:40,43,FLIGHT - SENIOR APR~28,2,295.82,481.82,99,1,3,11,4,0,1,1,0,16140,southwest.com
67737680,3578346868862,17475197073474272331,20110723,14:52:13,43,FLIGHT - NEWARK LIBERTY INTERNATIONAL AIRPORT (EWR)~SAN FRANCISCO INTERNATIONAL AIRPORT (SFO) FRI AUG 12,4,2027.92,2127.72,99,1,4,11,7,1,5,1,1,08527,travelocity.com
67768368,3490358169548,1875457313788268580,20110126,23:15:05,43,FLIGHT - N/A,1,430.00,497.92,99,3,6,6,5,1,2,1,0,31210,delta.com
67768368,61407446438175,9530952911301729568,20111231,13:18:02,43,FLIGHT - ATLANTA TO AMARILLO MON JAN 2 2012,1,232.00,232.00,99,3,6,6,5,1,2,1,0,31210,expedia.com
67858366,3984215052427,10326615452578885078,20110805,4:50:02,43,"ADULT AUG 09, 2011",1,525.00,525.00,99,2,6,10,1,1,1,1,0,60640,aa.com
67971323,3502280609864,9530952911301729568,20110530,15:22:14,43,FLIGHT - CHISINAU TO SAN FRANCISCO TUE MAY 31 2011~TUE NOV 29 2011~WED NOV 30 2011,1,1221.00,1221.00,99,4,2,9,7,0,1,1,0,94552,expedia.com
68212888,3446375845987,17475197073474272331,20110626,19:21:25,43,FLIGHT - LOS ANGELES INTERNATIONAL AIRPORT (LAX)~MANCHESTER (MHT) SAT JUL 9,1,154.00,178.95,99,2,2,2,5,1,1,1,0,03237,travelocity.com
68504352,69646977863898,7101213156062330967,20111023,13:34:07,43,"FLIGHT - INDIANAPOLIS, IN MONDAY, OCTOBER 31",3,402.00,402.00,99,3,2,7,7,1,2,1,0,30097,orbitz.com
68504352,69646977863898,7101213156062330967,20111023,13:34:07,43,"FLIGHT - US AIRWAYS 1469 MON, OCT 31, 2011",1,466.20,466.20,99,3,2,7,7,1,2,1,0,30097,orbitz.com
68655173,4788732235954,10326615452578885078,20110913,0:27:59,43,"ADULT JAN 20, 2012",2,576.00,576.00,99,1,4,8,7,1,1,1,0,11782,aa.com
68718269,3340200251320,10326615452578885078,20110106,1:21:44,43,"ADULT FEB 16, 2011",4,992.00,992.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,3360820826039,10326615452578885078,20110105,20:00:59,43,"ADULT JAN 31, 2011",2,456.00,456.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,3488906285084,10326615452578885078,20110416,22:04:05,43,"ADULT MAY 05, 2011",1,298.00,298.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,3504635842629,10326615452578885078,20110527,2:49:43,43,"ADULT JUN 10, 2011",1,484.00,484.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,3516220837960,7101213156062330967,20110530,0:53:36,45,"CAR - MIDSIZE CAR MON, MAY 30~FRI, JUN 3",4,56.84,56.84,99,3,3,8,6,0,1,1,0,76208,orbitz.com
68718269,3554071220263,10326615452578885078,20110427,16:52:17,43,"ADULT MAY 08, 2011",1,0.00,0.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,3843152220290,10326615452578885078,20110727,1:19:18,43,"ADULT AUG 03, 2011",1,0.00,0.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,4062822535326,7101213156062330967,20110824,17:09:26,45,"CAR - MIDSIZE CAR THU, AUG 25~TUE, AUG 30",5,109.95,109.95,99,3,3,8,6,0,1,1,0,76208,orbitz.com
68718269,4139502211218,10326615452578885078,20110812,22:08:40,43,"ADULT AUG 30, 2011",1,408.00,408.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,4731021496500,5127767531286671227,20110915,21:34:55,44,"HOTEL - WILMINGTON INN WILMINGTON SUN, SEP 25, ~SUN, OCT 2,",7,444.01,444.01,99,3,3,8,6,0,1,1,0,76208,priceline.com
68718269,4733796552883,10326615452578885078,20110914,20:11:36,43,"ADULT OCT 10, 2011",1,571.00,571.00,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,68471950479639,10326615452578885078,20111223,22:29:27,43,ADULT N/A,1,0.00,698.80,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,68471950479639,10326615452578885078,20111223,22:29:27,43,ADULTS N/A,2,698.80,698.80,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,68471951266071,1037677886457106237,20111223,22:24:17,43,FLIGHT - ADULT N/A,1,398.80,514.00,99,3,3,8,6,0,1,1,0,76208,southwest.com
68718269,69561422254336,10326615452578885078,20111130,3:14:32,43,ADULTS N/A,2,758.80,758.80,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,70083790835969,7101213156062330967,20111201,23:39:17,44,"HOTEL - SUPER 8 CONROE FRI, DEC 2, 2011~SUN, DEC 4, 2011",2,140.00,140.00,99,3,3,8,6,0,1,1,0,76208,orbitz.com
68718269,70611717918948,10326615452578885078,20111102,2:59:34,43,PASSENGER N/A,1,37.50,37.50,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,71637822935253,10326615452578885078,20111018,22:19:31,43,ADULT N/A,1,646.40,646.40,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,71637822935253,10326615452578885078,20111018,22:19:31,43,ADULT N/A,1,0.00,646.40,99,3,3,8,6,0,1,1,0,76208,aa.com
68718269,72137723941132,7101213156062330967,20111212,23:00:16,45,"CAR - MIDSIZE CAR TUE, DEC 13~MON, DEC 19",6,54.00,54.00,99,3,3,8,6,0,1,1,0,76208,orbitz.com
68733787,3531085123644,1037677886457106237,20110518,10:43:17,43,FLIGHT - ADULT N/A,3,133.95,176.75,99,3,2,7,7,1,1,1,0,33157,southwest.com
68733787,3531085123644,1037677886457106237,20110518,10:43:17,43,FLIGHT - ADULT N/A,3,144.18,180.98,99,3,2,7,7,1,1,1,0,33157,southwest.com
68774768,3514386550741,1037677886457106237,20110204,1:08:35,43,FLIGHT - ADULT FEB~4,1,490.23,625.43,99,1,5,5,7,1,1,1,0,06498,southwest.com
68774768,3580111818740,1875457313788268580,20110307,0:51:08,43,FLIGHT - N/A,2,193.48,236.28,99,1,5,5,7,1,1,1,0,06498,delta.com
68774768,3617026084803,5127767531286671227,20110117,13:57:59,46,PACKAGE N/A,1,982.00,982.00,99,1,5,5,7,1,1,1,0,06498,priceline.com
68774768,3617026084803,5127767531286671227,20110117,13:57:59,43,"FLIGHT TUESDAY, JANUARY 18, 2011",1,0.00,982.00,99,1,5,5,7,1,1,1,0,06498,priceline.com
68774768,3645639299088,1037677886457106237,20110404,0:00:01,43,FLIGHT - ADULT MAY~28,1,384.19,527.39,99,1,5,5,7,1,1,1,0,06498,southwest.com
69095790,3605818249193,17475197073474272331,20110224,14:57:35,43,FLIGHT - GULFPORT/BILOXI (GPT)~CHICAGO O'HARE INTERNATIONAL AIRPORT (ORD) WED APR 27,1,188.00,207.95,99,3,3,9,5,0,1,1,0,39564,travelocity.com
69177693,3603160633333,10326615452578885078,20110308,1:32:19,43,"ADULT APR 03, 2011",1,292.00,292.00,99,3,3,9,5,1,2,1,1,75149,aa.com
69185754,3764632162418,5127767531286671227,20110711,12:24:37,44,"HOTEL - HAMPTON INN TOLEDO-SOUTH/MAUMEE FRI, JUL 15, ~SAT, JUL 16,",1,105.00,105.00,99,2,2,7,6,1,1,1,0,48195,priceline.com
69256980,70281899806949,1037677886457106237,20111103,23:34:49,43,FLIGHT - ADULT N/A,1,305.20,342.00,99,3,2,3,6,1,5,1,0,77396,southwest.com
69256980,70281903739109,1037677886457106237,20111103,21:55:09,43,FLIGHT - ADULT N/A,1,434.90,514.50,99,3,2,3,6,1,5,1,0,77396,southwest.com
69332731,3553669812159,14244539005989555924,20110113,19:43:54,43,"FLIGHT -SAN FRANCISCO, CA (SFO)~MADISON, WI (MSN) N/A",1,5.00,5.00,99,4,5,8,7,0,1,1,0,94550,united.com
69458990,4838475436224,1037677886457106237,20110927,13:31:04,43,FLIGHT - ADULT N/A,1,440.80,612.00,99,3,1,8,5,0,1,1,0,21044,southwest.com
69524342,3466654453816,10326615452578885078,20110514,6:47:42,43,"ADULT MAY 24, 2011",1,134.00,134.00,99,4,3,7,5,0,2,1,0,91942,aa.com
69524342,3614737043461,1037677886457106237,20110324,4:43:34,43,FLIGHT - ADULT MAR~30,2,106.06,148.86,99,4,3,7,5,0,2,1,0,91942,southwest.com
69524342,3638229995530,1037677886457106237,20110329,21:50:07,43,FLIGHT - ADULT MAR~30,1,391.63,434.43,99,4,3,7,5,0,2,1,0,91942,southwest.com
69524342,3696645312502,1037677886457106237,20110309,16:07:49,43,FLIGHT - ADULT APR~7,1,194.42,280.02,99,4,3,7,5,0,2,1,0,91942,southwest.com
69562521,4792559997115,5127767531286671227,20110922,17:47:11,43,"FLIGHT SATURDAY, SEPTEMBER 24, 2011",1,246.00,246.00,99,4,3,4,2,1,1,1,0,81001,priceline.com
69654174,4105080606879,3010609366849421442,20110825,14:32:09,44,"WEST PALM BEACH, FL (PBI)~BOSTON, MA (BOS) SAT SEP 03",1,99.00,99.00,99,3,2,11,3,1,1,1,0,33064,jetblue.com
69713799,3808930304090,1037677886457106237,20110617,20:00:08,43,FLIGHT - ADULT N/A,1,197.21,282.81,99,3,3,7,2,1,1,1,0,36272,southwest.com
69717508,3581368537028,17475197073474272331,20110118,21:43:35,43,FLIGHT - NEWARK LIBERTY INTERNATIONAL AIRPORT (EWR)~CHARLOTTE (CLT) WED MAR 30,5,890.00,890.00,99,1,3,9,7,1,1,1,0,07922,travelocity.com
69721699,68583909429445,17475197073474272331,20111002,0:07:36,43,FLIGHT - TAMPA INTERNATIONAL AIRPORT (TPA)~ROCHESTER (ROC) THU OCT 6,1,198.00,198.00,99,3,6,1,5,1,1,1,0,34286,travelocity.com
69721699,72223098343695,9530952911301729568,20111215,17:09:43,43,FLIGHT - ROCHESTER TO TAMPA SAT DEC 17 2011,1,203.00,203.00,99,3,6,1,5,1,1,1,0,34286,expedia.com
69821477,70563872968915,7101213156062330967,20111016,11:14:35,43,"FLIGHT - ATLANTA, GA FRIDAY, OCTOBER 28",1,133.00,133.00,99,3,6,7,5,1,2,1,0,30016,orbitz.com
69821477,70563872968915,7101213156062330967,20111016,11:14:35,43,FLIGHT - N/A,1,173.98,173.98,99,3,6,7,5,1,2,1,0,30016,orbitz.com
69920150,3450484887616,1875457313788268580,20110522,0:19:59,43,FLIGHT - N/A,1,115.35,132.25,99,3,2,10,7,0,1,1,0,70814,delta.com
69920150,3477009141872,10326615452578885078,20110709,17:39:27,43,"ADULT NOV 08, 2011",1,226.00,226.00,99,3,2,10,7,0,1,1,0,70814,aa.com
69920150,3529313947581,1875457313788268580,20110111,17:02:13,43,FLIGHT - N/A,2,669.76,755.36,99,3,2,10,7,0,1,1,0,70814,delta.com
69920150,3772589019236,1875457313788268580,20110627,12:40:58,43,FLIGHT - N/A,1,236.28,253.18,99,3,2,10,7,0,1,1,0,70814,delta.com
69920150,66061997052129,1875457313788268580,20111030,19:42:52,43,FLIGHT - N/A,1,311.63,356.40,99,3,2,10,7,0,1,1,0,70814,delta.com
69920150,67844526182651,1875457313788268580,20111125,3:27:36,43,FLIGHT - N/A,1,538.61,576.91,99,3,2,10,7,0,1,1,0,70814,delta.com
69945518,4096560205989,5127767531286671227,20110831,16:56:22,44,"HOTEL - HOLIDAY INN WARREN WED, SEP 21, ~THU, SEP 22,",1,108.83,108.83,99,1,2,11,5,1,1,1,0,16226,priceline.com
70051367,4751974469812,17805502262469192295,20110915,17:05:54,43,"TAMPA, FL~TAMPA, FL THURSDAY, SEPTEMBER 22, 2011~THURSDAY, SEPTEMBER 22, 2011",1,375.82,375.82,99,3,3,10,7,0,1,1,0,33777,usairways.com
70124482,3478997503937,1875457313788268580,20110115,16:29:41,43,FLIGHT - N/A,1,213.96,235.36,99,3,5,2,2,1,5,1,1,33144,delta.com
70128256,3664250408928,3010609366849421442,20110215,0:31:54,43,"NEW YORK CITY, NY, NYC (JFK)~SANTIAGO, DR, XDR (STI) TUE MAR 15~SUN APR 10",1,268.00,268.00,99,1,5,5,5,1,5,1,1,08861,jetblue.com
70128256,3682030915553,3010609366849421442,20110216,1:13:52,43,"SANTIAGO, DR, XDR (STI)~NEW YORK CITY, NY, NYC (JFK) SUN APR 10",1,134.00,134.00,99,1,5,5,5,1,5,1,1,08861,jetblue.com
70259171,3899248676957,5127767531286671227,20110620,18:16:53,44,"HOTEL - MOONSTONE LANDING THU, JUN 23, ~SAT, JUN 25,",2,315.00,315.00,99,4,5,5,7,1,2,1,0,92336,priceline.com
70299106,3620616933361,10326615452578885078,20110304,5:06:29,43,"ADULT MAR 30, 2011",1,144.00,144.00,99,3,1,6,5,0,1,1,0,75570,aa.com
70310444,3806091350134,9530952911301729568,20110715,18:55:49,44,HOTEL - QUALITY INN AT ZION PARK MON 9/19/2011~ THU 9/22/2011,3,389.85,389.85,99,4,1,9,7,0,1,1,0,98136,expedia.com
70310444,4802842792119,1037677886457106237,20110918,4:22:56,43,FLIGHT - ADULT N/A,1,238.40,324.00,99,4,1,9,7,0,1,1,0,98136,southwest.com
70311582,3750768676944,5127767531286671227,20110607,7:38:39,44,"HOTEL - BAYSIDE INN AT THE WHARF TUE, JUN 7, ~WED, JUN 8,",1,125.42,125.42,99,4,5,5,3,1,2,1,0,93706,priceline.com
70325615,69159177621725,9530952911301729568,20111026,2:22:10,43,FLIGHT - NEW YORK TO LONDON TUE NOV 22 2011~SUN NOV 27 2011,2,512.00,512.00,99,1,3,9,6,1,3,1,0,11358,expedia.com
70385962,3873895682172,1037677886457106237,20110721,22:40:21,43,FLIGHT - ADULT N/A,2,440.94,598.94,99,2,2,10,7,0,1,1,0,63141,southwest.com
70393167,3843076067430,1037677886457106237,20110629,18:46:29,43,FLIGHT - ADULT N/A,1,312.56,427.76,99,3,1,8,4,0,1,1,0,34285,southwest.com
